,original,paraphrase,similar
317,"Personnage central de l'État, le pharaon est l'intercesseur obligé entre les dieux et les humains.",Sa réputation a dépassé les limites de son île et il a acquis une renommée internationale.,False
216,"Le 25 janvier 2014, Portal 2 recense près de quatre millions d'exemplaires vendus, tous supports non numériques confondus.","A travers les statues et les scènes pariétales, l'image du souverain est présente.",False
365,"Dès les Textes des pyramides, les actions politiques du souverain sont encadrées par une seule maxime : « Amener Maât et repousser Isefet », c'est-à-dire promouvoir l'harmonie et repousser le chaos.",La Grèce a été coupée en deux pendant le «schisme national».,False
11,Nuvolari commence à piloter en compétition motocycliste en 1920 alors qu'il est déjà âgé de vingt-sept ans.,"Nuvolari a commencé à conduire des motos en 1920, alors qu'il avait vingt-sept ans.",True
200,"Le scénario du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, de Wheatley et de Cave Johnson.","L'histoire du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail porté aux voix de GLaDOS, Wheatley et Cave Johnson.",True
290,"En 1939, il subit la concurrence des pilotes allemands et se voit privé de départ à Pau, car les voitures reviennent en priorité aux pilotes allemands en dépit de ses performances aux essais.",Il est privé d'un départ à Pau en 1939 car les voitures sont privilégiées aux pilotes allemands malgré ses performances à l'entraînement.,True
7,"Deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes automobiles en 1932, il reste célèbre tant pour ses exploits en course que pour sa personnalité et son style de pilotage.","Il fut deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes de course automobile en 1932.",True
487,Il parvient alors à concilier les impératifs d’une politique extérieure liée à la guerre à toute une série de réformes modernisatrices.,"Un exilé polonais arrivé à Montrésor en 1849, homme d'affaires et écrivain, est maire de la ville depuis 10 ans et sa famille vit toujours au château.",False
29,"Au cours de cette saison, il obtient sa première victoire majeure en automobile aux Mille Miglia.",Il a remporté sa première grande victoire automobile aux Mille Miglia.,True
356,"Plus largement, la gestuelle pharaonique recouvre tous les champs d'activité du collectif et ignore la séparation des pouvoirs.",Le langage corporel pharaonique ignore la séparation des pouvoirs et couvre toutes les activités du collectif.,True
212,"Certains journalistes du domaine vidéoludique listent le jeu parmi les meilleurs de l'année 2011, voire comme le meilleur de tous les temps.",Le jeu est considéré comme le meilleur de tous les temps par certains journalistes.,True
33,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.","Avant la sortie du jeu sur Steam, la société met en vente un deuxième jeu de réalité alternative, Potato Sack, qui aboutit à une parodie informatique distribuée qui permet de télécharger Portal 2 10 heures avant sa sortie.",False
378,"Chef des armées, le pharaon est le valeureux protecteur des frontières.",Le pharaon protège les frontières.,True
109,"La faible superficie du territoire communal (98 hectares en 2015 mais seulement 21 en 1830), qui en fait la plus petite commune du département, ne laisse pas de place à un secteur agricole développé.","Il n'y a pas de place pour un secteur agricole développé dans la petite zone du territoire communal, qui n'est que de 21 hectares en 2015.",True
390,"Unique législateur, les lois et décrets qu'il promulgue s'inspirent de la sagesse divine.",La Grande Idée des Traités de Neuilly et Svres s'est en partie réalisée grâce à son talent de diplomate.,False
287,"Cette même année, il rencontre et se marie avec Erica Popp, fille du président et cofondateur de BMW, ce qui entraîne une complète rupture de ban avec sa famille.","Il a rencontré et épousé la fille du président et co-fondateur de BMW, ce qui a conduit à une rupture avec sa famille.",True
460,L'opposition entre les deux hommes se prolonge au cours de la Première Guerre mondiale.,"Pendant la Première Guerre mondiale, l'opposition continue entre les deux hommes.",True
118,"Depuis plusieurs décennies, la commune a donc choisi d'axer son développement économique sur le tourisme, aidée en cela par la richesse de son patrimoine bâti (cinq monuments historiques), son cadre naturel et ses figures historiques.",Il a quitté le plan de carrière que ses parents avaient pour lui de courir avec son collègue de l'école Whitney Straight.,False
498,"Lors des négociations de paix, son talent de diplomate lui permet de réaliser en partie la Grande Idée avec les traités de Neuilly et de Sèvres.",La Grande Idée avec les Traités de Neuilly et Sèvres s'est en partie réalisée grâce à son talent de diplomate.,True
20,"Ces titres acquis, Nuvolari fonde son écurie, la Scuderia Nuvolari, et se tourne vers la compétition automobile tout en poursuivant la compétition motocycliste en parallèle jusqu'à la fin de la saison 1930 quand il décide de se consacrer exclusivement à l'automobile.",Portal 2 est une plate-forme et un jeu vidéo de puzzle à la première personne.,False
155,Il est la suite de Portal sorti en 2007.,Il a renoué avec le succès avec sa propre structure et sa mécanique indépendante.,False
211,"Certains journalistes du domaine vidéoludique listent le jeu parmi les meilleurs de l'année 2011, voire comme le meilleur de tous les temps.","Aux premiers, il assure la bonne exécution des rituels dans les temples, aux seconds, il garantit la prospérité agricole, la défense du territoire et une justice impartiale.",False
453,La Grèce sort ainsi vainqueur des deux guerres balkaniques.,"Son château a été construit au début du XIe siècle au bout d'un éperon rocheux dominant la vallée de l'Indrois, et plusieurs fois reconstruit ou remanié depuis.",False
352,"Seul humain admis à dialoguer avec les dieux sur un plan d'égalité, Pharaon est l'officiant suprême ; le premier des prêtres du pays.","Constantin I est monté sur le trône en 1913, tandis que Venizelos se penche vers l'Entente.",False
175,"Le jeu introduit de nouveaux personnages comme Wheatley et Cave Johnson respectivement interprétés en version originale par Stephen Merchant et J. K. Simmons, et par Guillaume Lebon et Paul Borne en version française.","La version originale du jeu a été écrite par Stephen Merchant et J. K. Simmons, tandis que la version française a été écrite par Guillaume Lebon et Paul Borne.",True
34,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.",Il a remporté le championnat d'Europe des pilotes en 1932 alors qu'il était pilote officiel pour Alfa Corse.,True
219,"Le 25 janvier 2014, Portal 2 recense près de quatre millions d'exemplaires vendus, tous supports non numériques confondus.",Cette piété espère un retour de service.,False
400,"Elefthérios Kyriákou Venizélos (grec moderne : Ελευθέριος Κυριάκου Βενιζέλος), né le 11 août 1864 (23 août dans le calendrier grégorien) à Mourniés, en Crète, et décédé le 18 mars 1936 (à 71 ans) à Paris, en France, est un homme politique grec, considéré, dès 1921, comme le « fondateur de la Grèce moderne ».",Un homme politique grec est mort à Paris en 1936 à l'âge de 71 ans.,True
289,"Cette même année, il rencontre et se marie avec Erica Popp, fille du président et cofondateur de BMW, ce qui entraîne une complète rupture de ban avec sa famille.","Après des études en Crète et en Grèce, il a déménagé à La Canée et est devenu avocat.",False
490,"Grâce à son action, le royaume de Grèce figure dans le camp des vainqueurs.",La Grèce est du côté des gagnants grâce à son action.,True
34,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.",La suite est sortie en 2007.,False
150,"Avant la sortie du jeu sur Steam, l'entreprise met en vente un deuxième jeu en réalité alternée, Potato Sack, portant sur treize titres développés indépendamment, qui aboutit à une parodie de calcul distribué permettant de télécharger Portal 2 dix heures avant sa sortie.","En milieu d'année, il s'est libéré de ses engagements, a conservé la voiture et a changé de stratégie après avoir appris que l'équipe avait joué sur lui.",False
418,"Élu député libéral à l'assemblée générale crétoise en 1889, insurgé lors de la révolte de 1897-1898, il rédige à l’issue de celle-ci la constitution de la Crète autonome.",Il fut élu député à l'assemblée générale crétoise en 1889 et rédigea la constitution de la Crète à la fin de celle-ci.,True
304,"Alors qu'il est en tête, sous la pluie de Spa, sa monoplace part en glisse, s'encastre dans un arbre et s'embrase.","Sous la pluie de Spa, alors qu'il était en tête, sa voiture a glissé hors de la route, s'est écrasée dans un arbre et a pris feu.",True
32,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.",Un jeu de réalité alternative d'une semaine basé sur de nouvelles corrections du jeu original précédera l'annonce de Portal 2.,False
321,"Aux premiers, il assure le bon accomplissement des rituels dans les temples ; aux seconds, il garantit la prospérité agricole, la défense du territoire et une justice impartiale.","Aux premiers, il assure la bonne exécution des rituels dans les temples, aux seconds, il garantit la prospérité agricole, la défense du territoire et une justice impartiale.",True
31,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.","Il remporte le championnat d'Europe des pilotes en 1932, après être devenu pilote officiel pour Alfa Corse.",True
296,Richard Seaman entend décrocher la victoire en Belgique et revenir sur le devant de la scène.,Richard Seaman veut revenir sur le devant de la scène après la victoire en Belgique.,True
143,"La version du jeu sur disque optique est distribuée par Electronic Arts, tandis que la distribution en ligne pour Windows et OS X est gérée par le service de diffusion de contenu de Valve, Steam.",La distribution en ligne du jeu est assurée par Valve et la version disque optique est distribuée par Electronic Arts.,True
407,"La jeunesse de Venizélos est marquée par les luttes en Crète contre la présence ottomane et en faveur d'un rattachement à la Grèce, l’enosis.",La jeunesse de Venizelos est marquée par les luttes contre les Ottomans en Crète et par leur attachement à la Grèce.,True
134,"Le jeu paraît sur Windows, OS X, PlayStation 3 et Xbox 360 le 19 avril 2011 en Amérique du Nord, et le surlendemain pour le reste du monde.",Le jeu sortira en Amérique du Nord le 19 avril et dans le reste du monde le 26 avril.,True
449,"Premier ministre, il mène une politique de modernisation du royaume, principalement en ce qui concerne l'armée et la marine, afin de permettre au pays d'affronter les conflits qui se dessinent.","Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume en ce qui concerne l'armée et la marine.",True
392,"Unique législateur, les lois et décrets qu'il promulgue s'inspirent de la sagesse divine.","Il fut deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes de course automobile en 1932.",False
262,"Avec sa propre structure et des mécaniciens indépendants, il renoue avec le succès avec notamment trois victoires de rang.","Avec sa propre structure et sa mécanique indépendante, il a remporté trois victoires consécutives.",True
479,"Venizélos, démis de ses fonctions par le roi, crée un second gouvernement, à Thessalonique, sous la protection des troupes de l'Entente.","Un exilé polonais est arrivé à Montrésor en 1849, il est homme d'affaires et écrivain, et sa famille vit toujours au château, il est maire de la ville pendant 10 ans.",False
49,"Nuvolari se tourne de nouveau vers la Scuderia Ferrari, avec le soutien du premier ministre italien Benito Mussolini.","Dans la campagne solo, le joueur contrôle Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement délabré d'Aperture Science pendant qu'il est reconstruit par l'ordinateur surpuissant relancé, GLaDOS, exprimé par Ellen McLain.",False
336,"Dans le discours religieux, il n'est cependant que leur humble serviteur, un desservant zélé qui accomplit de multiples offrandes.","Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume en ce qui concerne l'armée et la marine.",False
112,L'absence de voies de communications importantes traversant la commune n'est pas un facteur favorable à l'implantation d'industries ou d'entreprises de grande dimension ; l'industrie drapière de Montrésor s'est éteinte au XIXe siècle.,"Considéré comme l'un des meilleurs pilotes de Grand Prix de Grande-Bretagne de l'entre-deux-guerres, il s'impose comme le meilleur pilote de l'année 1936 sur chariot, puis rejoint Daimler-Benz AG et remporte le Grand Prix d'Allemagne en 1938.",False
280,"L'année suivante, il remporte une Grande Épreuve comptant pour le championnat d'Europe des pilotes, le Grand Prix d'Allemagne.",Pharaon est le seul gagnant car il est le seul à pouvoir se tenir prêt et tirer des flèches depuis son char de combat.,False
321,"Aux premiers, il assure le bon accomplissement des rituels dans les temples ; aux seconds, il garantit la prospérité agricole, la défense du territoire et une justice impartiale.",Sa réputation a dépassé les limites de son île et il a acquis une renommée internationale.,False
266,"Décidé à « donner une leçon à ERA » en 1936, il acquiert une Delage vieille de dix ans que ses mécaniciens optimisent massivement.",Il a acheté un Delage âgé de dix ans en 1936 pour lui donner une leçon.,True
402,"Elefthérios Kyriákou Venizélos (grec moderne : Ελευθέριος Κυριάκου Βενιζέλος), né le 11 août 1864 (23 août dans le calendrier grégorien) à Mourniés, en Crète, et décédé le 18 mars 1936 (à 71 ans) à Paris, en France, est un homme politique grec, considéré, dès 1921, comme le « fondateur de la Grèce moderne ».","Un homme politique grec est mort à Paris, en France, à l'âge de 71 ans) le 18 mars 1936.",True
9,"Deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes automobiles en 1932, il reste célèbre tant pour ses exploits en course que pour sa personnalité et son style de pilotage.",Le jeu sortira en Amérique du Nord le 19 avril et dans le reste du monde le 26 avril.,False
132,"Le jeu paraît sur Windows, OS X, PlayStation 3 et Xbox 360 le 19 avril 2011 en Amérique du Nord, et le surlendemain pour le reste du monde.",Le jeu sortira en Amérique du Nord le 19 avril et dans le reste du monde deux jours plus tard.,True
470,Les influences opposées des belligérants finissent par couper la Grèce en deux lors du « Schisme national ».,La Grèce a été coupée en deux pendant le «schisme national».,True
31,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.","La distribution en ligne du jeu est assurée par Valve, tandis que la version disque optique est distribuée par Electronic Arts.",False
377,"Chef des armées, le pharaon est le valeureux protecteur des frontières.",Le royaume de Grèce est du côté des vainqueurs grâce à son action.,False
221,"Richard John Beattie-Seaman dit Richard Seaman et surnommé Dick Seaman, né le 4 février 1913 à Chichester (Angleterre, Royaume-Uni) et mort le 25 juin 1939 à Spa (province de Liège, Belgique), est un pilote automobile britannique.",L'égal des dieux est la façon dont l'iconographie représente le pharaon.,False
210,"Certains journalistes du domaine vidéoludique listent le jeu parmi les meilleurs de l'année 2011, voire comme le meilleur de tous les temps.",L'intercesseur entre les dieux et les humains est une figure centrale de l'État.,False
358,"Plus largement, la gestuelle pharaonique recouvre tous les champs d'activité du collectif et ignore la séparation des pouvoirs.",Venizelos fut relevé de ses fonctions par le roi et créa un second gouvernement sous la protection des troupes.,False
30,"Devenu pilote officiel pour Alfa Corse, l'écurie de course officielle d'Alfa Romeo, il remporte, en 1932, le championnat d'Europe des pilotes.",La version Linux a subi des tests.,False
445,"Premier ministre, il mène une politique de modernisation du royaume, principalement en ce qui concerne l'armée et la marine, afin de permettre au pays d'affronter les conflits qui se dessinent.","Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume, principalement au niveau de l'armée et de la marine.",True
119,"Depuis plusieurs décennies, la commune a donc choisi d'axer son développement économique sur le tourisme, aidée en cela par la richesse de son patrimoine bâti (cinq monuments historiques), son cadre naturel et ses figures historiques.","Après avoir quitté ses études, il rejoint les charrettes tirées par des chevaux de son ami.",False
292,"En 1939, il subit la concurrence des pilotes allemands et se voit privé de départ à Pau, car les voitures reviennent en priorité aux pilotes allemands en dépit de ses performances aux essais.",La jeunesse de Venizelos est marquée par les luttes contre les Ottomans en Crète et par leur attachement à la Grèce.,False
45,"Nuvolari se tourne de nouveau vers la Scuderia Ferrari, avec le soutien du premier ministre italien Benito Mussolini.","Avant la sortie du jeu sur Steam, la société met en vente un deuxième jeu de réalité alternative, Potato Sack, qui aboutit à une parodie informatique distribuée qui permet de télécharger Portal 2 dix heures avant sa sortie.",False
376,"Chef des armées, le pharaon est le valeureux protecteur des frontières.",Les frontières sont protégées par le chef des armées.,True
202,"Le scénario du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, de Wheatley et de Cave Johnson.",Le pharaon est une figure centrale de l'État.,False
343,Cette piété exprime l'espoir d'un juste retour de service.,"Pendant la Première Guerre mondiale, l'opposition entre les deux hommes se poursuit.",False
256,"En milieu d'année, découvrant que l'écurie s'est jouée de lui, il se libère de ses engagements, conserve la voiture et change de stratégie.","En milieu d'année, il s'est libéré de ses engagements, a conservé sa voiture et a changé de stratégie après avoir appris que l'équipe avait joué sur lui.",True
10,Nuvolari commence à piloter en compétition motocycliste en 1920 alors qu'il est déjà âgé de vingt-sept ans.,"À l'âge de vingt-sept ans, Nuvolari a commencé à faire de la course de motos.",True
170,"Dans la campagne solo, le joueur contrôle la protagoniste Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement d'Aperture Science délabré pendant sa reconstruction par l'ordinateur surpuissant réactivé, GLaDOS, doublée par Ellen McLain en version originale et par Scarlett Perdereau en version française.","Dans la campagne solo, le joueur contrôle Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement délabré d'Aperture Science pendant qu'il est reconstruit par l'ordinateur surpuissant relancé, GLaDOS.",True
67,Montrésor (prononcé /mɔ̃.tʁe.zɔʁ/) est une commune française du département d'Indre-et-Loire en région Centre-Val de Loire.,Le National et Jonathan Coulton écrivent une chanson pour le match.,False
357,"Plus largement, la gestuelle pharaonique recouvre tous les champs d'activité du collectif et ignore la séparation des pouvoirs.",Le langage corporel pharaonique ignore la séparation des pouvoirs et couvre tous les domaines de l'activité collective.,True
456,"Cependant, il entre dans un très grave conflit avec le commandant en chef des troupes grecques, le prince héritier Constantin.","Le commandant en chef des troupes grecques, le prince héritier Constantin, a eu un conflit très sérieux avec lui.",True
396,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.",La législation était conservée dans les archives et placée sous la responsabilité du vizir.,True
448,"Premier ministre, il mène une politique de modernisation du royaume, principalement en ce qui concerne l'armée et la marine, afin de permettre au pays d'affronter les conflits qui se dessinent.","Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume en ce qui concerne l'armée et la marine.",True
400,"Elefthérios Kyriákou Venizélos (grec moderne : Ελευθέριος Κυριάκου Βενιζέλος), né le 11 août 1864 (23 août dans le calendrier grégorien) à Mourniés, en Crète, et décédé le 18 mars 1936 (à 71 ans) à Paris, en France, est un homme politique grec, considéré, dès 1921, comme le « fondateur de la Grèce moderne ».","Il fut deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes de course automobile en 1932.",False
82,"Parmi les seigneurs et châtelains successifs de Montrésor, trois personnalités émergent.",Portal 2 est très bien accueilli par toute la presse spécialisée malgré quelques réserves sur la difficulté de trouver une suite complète.,False
95,"Claude de Bourdeille Comte de Montrésor, complotiste contre Richelieu, qui vécu avec Marie de Guise (1615-1688), descendante des Batarnay et Joyeuse inhumés dans la collégiale de Montrésor.","The conspirator against Richelieu, who lived with Marie de Guise, was Claude de Bourdeille Comte de Montrésor.",True
353,"Seul humain admis à dialoguer avec les dieux sur un plan d'égalité, Pharaon est l'officiant suprême ; le premier des prêtres du pays.","Pendant le «schisme national», la Grèce a été coupée en deux.",False
157,Il est la suite de Portal sorti en 2007.,La première suite de Portal est sortie en 2007.,True
450,La Grèce sort ainsi vainqueur des deux guerres balkaniques.,"Malgré la maladie, il obtient plusieurs résultats notables à la fin du conflit et prend sa retraite en 1950 avec une victoire de catégorie.",False
93,"Imbert de Batarnay, vers la fin du XVe siècle et le début du XVIe siècle, originaire du Dauphiné, conseiller de quatre rois de France, est l'artisan du renouveau monumental de Montrésor où il introduit l'architecture Renaissance (château et collégiale).","Même si le jeu est le meilleur de tous les temps, certains journalistes le classent toujours parmi les meilleurs de 2011.",False
234,Il trouve la mort lors du Grand Prix de Belgique 1939.,Il est décédé lors du Grand Prix de Belgique.,True
86,"Foulques III d'Anjou, dit Foulques Nerra, comte d'Anjou, ordonne la construction du premier donjon sur le site dans la première moitié du XIe siècle.",Le comte d'Anjou ordonna la construction du premier donjon sur le site dans la première moitié du XIe siècle.,True
465,"Constantin Ier, monté sur le trône en 1913, est plutôt proche de la Triplice tandis que Venizélos penche vers l'Entente.",Constantin I est monté sur le trône en 1913 et est proche de la Triplice.,True
70,"Son histoire se confond en grande partie avec celle de son château, construit au début du XIe siècle à l'extrémité d'un éperon rocheux surplombant la vallée de l'Indrois et plusieurs fois rebâti ou remanié depuis.","La version originale du jeu a été écrite par Stephen Merchant et J. K. Simmons, tandis que la version française a été écrite par Guillaume Lebon et Paul Borne.",False
243,"Quittant progressivement les études, il s'engage en voiturettes au sein de l'écurie de son ami en 1934.",Il rejoignit les charrettes tirées par des chevaux de son ami lorsqu'il quitta ses études.,True
98,"Claude de Bourdeille Comte de Montrésor, complotiste contre Richelieu, qui vécu avec Marie de Guise (1615-1688), descendante des Batarnay et Joyeuse inhumés dans la collégiale de Montrésor.","The conspirator against Richelieu was Claude de Bourdeille Comte de Montrésor, descendant of the Batarnay and Joyeuse.",True
489,Il parvient alors à concilier les impératifs d’une politique extérieure liée à la guerre à toute une série de réformes modernisatrices.,L'industrie du drap de Montrésor s'est éteinte au XIXe siècle en raison du manque de voies de communication importantes traversant la commune.,False
329,"Dans les sanctuaires, l'image du souverain est omniprésente par l'entremise des scènes pariétales et des statues.",La Grèce a remporté les deux guerres dans les Balkans.,False
479,"Venizélos, démis de ses fonctions par le roi, crée un second gouvernement, à Thessalonique, sous la protection des troupes de l'Entente.","Venizelos, relevé de ses fonctions par le roi, créa un second gouvernement sous la protection des troupes.",True
318,"Personnage central de l'État, le pharaon est l'intercesseur obligé entre les dieux et les humains.",On a demandé à Venizelos de prendre en main le sort de la nation lorsque l'armée grecque a organisé un coup d'État en 1909.,False
145,Portal 2 est annoncé le 5 mars 2010 à la suite d'un jeu en réalité alternée d'une semaine basé sur les nouveaux correctifs apportés au jeu original.,Il conclut un accord avec la firme britannique en 1935.,False
185,"Portal 2 comprend également un mode coopératif à deux joueurs, dans lequel les personnages Atlas et P-Body reçoivent chacun un générateur de portails et doivent travailler ensemble afin de résoudre des énigmes et trouver une échappatoire.","Dans le mode coopératif à deux joueurs, les personnages Atlas et P-Body reçoivent chacun un générateur de portail et doivent travailler ensemble pour résoudre des énigmes et trouver une issue de secours.",True
180,Jonathan Coulton et le groupe The National produisent chacun une chanson pour le jeu.,Jonathan Coulton et The National ont écrit une chanson pour le match.,True
441,Il n’accepte qu’après que ses partisans ont remporté à l’été 1910 des élections démocratiques.,"Il rejoint la firme allemande en 1938 et y reste fidèle jusqu'au début de la Seconde Guerre mondiale, après s'être essayé au pilotage d'une des flèches d'argent d'Auto Union.",False
365,"Dès les Textes des pyramides, les actions politiques du souverain sont encadrées par une seule maxime : « Amener Maât et repousser Isefet », c'est-à-dire promouvoir l'harmonie et repousser le chaos.","""Apportez Maat et repoussez Isefet"" est une maxime des Textes des Pyramides qui dit de promouvoir l'harmonie et de repousser le chaos.",True
283,"L'année suivante, il remporte une Grande Épreuve comptant pour le championnat d'Europe des pilotes, le Grand Prix d'Allemagne.","Un homme politique grec décédé à Paris, en France en 1936, est né le 11 août 1864.",False
196,"Même si certaines critiques expriment, dans un premier temps, des réserves concernant la difficulté de trouver une suite complète au premier opus, Portal 2 est très bien accueilli par l'ensemble de la presse spécialisée.",Richard Seaman est décédé des suites de ses blessures peu après minuit.,False
4,"Tazio Giorgio Nuvolari, dit Tazio Nuvolari (ˈtattsjo ˈdʒordʒo nuvoˈlari), né le 16 novembre 1892 à Castel d'Ario et mort le 11 août 1953 à Mantoue, est un pilote motocycliste et un pilote automobile italien également connu sous les surnoms d'Il Mantovano Volante (le Mantouan volant) ou Nivola.",La plate-forme et le jeu vidéo de puzzle à la première personne s'appellent Portal 2.,False
465,"Constantin Ier, monté sur le trône en 1913, est plutôt proche de la Triplice tandis que Venizélos penche vers l'Entente.","Son château, construit au début du XIe siècle à la fin d'un éperon rocheux surplombant la vallée de l'Indrois, a DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch",False
469,"Constantin Ier, monté sur le trône en 1913, est plutôt proche de la Triplice tandis que Venizélos penche vers l'Entente.","L'architecte du renouveau monumental de Montrésor est Imbert de Batarnay, qui fut conseiller de quatre rois de France.",False
79,"C'est à ses pieds que s'est édifié le bourg, d'abord simple lieu-dit de la commune voisine de Beaumont-Village, érigé en paroisse en 1700 seulement, autour de la collégiale Saint-Jean-Baptiste, et devenu commune à la Révolution française.","C'est à ses pieds que fut construite la ville, d'abord simple lieu-dit de la ville voisine de Beaumont-Village, érigée en paroisse seulement en 1700 autour de la collégiale Saint-Jean-Baptiste et maintenant ville.",True
279,"Recruté comme pilote Junior en 1937, c'est-à-dire comme remplaçant, il gagne la confiance de ses pairs avec une belle deuxième place à la Coupe Vanderbilt.","Un homme politique grec est mort à Paris, en France, en 1936.",False
58,"Au sortir du conflit, âgé de cinquante-quatre ans et malgré la maladie, il obtient plusieurs résultats notables et se retire en 1950 sur une victoire de catégorie.","Malgré la maladie, à la fin du conflit, âgé de cinquante-quatre ans, il obtient plusieurs résultats notables et se retire avec une victoire de catégorie.",True
406,"La jeunesse de Venizélos est marquée par les luttes en Crète contre la présence ottomane et en faveur d'un rattachement à la Grèce, l’enosis.",Il devient champion d'Italie dans la catégorie 500 cm3 en 1924 et champion d'Europe dans la catégorie 350 cm3 l'année suivante.,False
285,"Cette même année, il rencontre et se marie avec Erica Popp, fille du président et cofondateur de BMW, ce qui entraîne une complète rupture de ban avec sa famille.","Il a rencontré et épousé la fille du président et co-fondateur de BMW, ce qui a conduit à une rupture avec sa famille.",True
304,"Alors qu'il est en tête, sous la pluie de Spa, sa monoplace part en glisse, s'encastre dans un arbre et s'embrase.","Au printemps 1905, il prend la tête d'une insurrection qui se termine par le départ de Prince George.",False
95,"Claude de Bourdeille Comte de Montrésor, complotiste contre Richelieu, qui vécu avec Marie de Guise (1615-1688), descendante des Batarnay et Joyeuse inhumés dans la collégiale de Montrésor.","L'histoire du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail porté aux voix de GLaDOS, Wheatley et Cave Johnson.",False
395,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.",La législation était conservée dans les archives et placée sous la responsabilité du vizir.,True
28,"Au cours de cette saison, il obtient sa première victoire majeure en automobile aux Mille Miglia.",Il a remporté sa première grande victoire automobile à la Miglia.,True
90,"Imbert de Batarnay, vers la fin du XVe siècle et le début du XVIe siècle, originaire du Dauphiné, conseiller de quatre rois de France, est l'artisan du renouveau monumental de Montrésor où il introduit l'architecture Renaissance (château et collégiale).","L'architecte du renouveau monumental de Montrésor est Imbert de Batarnay, qui fut conseiller de quatre rois de France.",True
7,"Deux fois champion d'Italie de vitesse moto en 1925 et 1927, champion d'Europe de vitesse moto en 1926 et champion d'Europe des pilotes automobiles en 1932, il reste célèbre tant pour ses exploits en course que pour sa personnalité et son style de pilotage.",La baisse démographique observée depuis le début du 20e siècle semble avoir été stoppée par cette politique et la population montréalaise semble être restée stable au cours des vingt dernières années.,False
440,Il n’accepte qu’après que ses partisans ont remporté à l’été 1910 des élections démocratiques.,Ses partisans ont remporté une élection démocratique à l'été 1910.,True
107,"La faible superficie du territoire communal (98 hectares en 2015 mais seulement 21 en 1830), qui en fait la plus petite commune du département, ne laisse pas de place à un secteur agricole développé.","Richard Seaman, également connu sous le nom de Dick Seaman, était un pilote de course britannique décédé le 25 juin 1939 à Spa.",False
375,"Chef des armées, le pharaon est le valeureux protecteur des frontières.","En juin 1917, Venizelos installe son gouvernement à Athènes après que la France a poussé le roi à l'exil.",False
