,original,paraphrase,similar
419,"During the Bishops' Wars, Scottish privateers took English prizes.",Saman deals with themes of sexuality that are taboo for women writers in Indonesia at that time.,False
261,"Warfare in early modern Scotland includes all forms of military activity in Scotland or by Scottish forces, between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century.","Between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century, warfare in early modern Scotland included all forms of military activity.",True
180,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.,True
304,The pike replaced the spear and the Scots began to convert from the bow to gunpowder firearms.,The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 split the Scottish ships and crews among the Commonwealth fleet.,False
44,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.",Saman deals with themes of sexuality that are taboo for women writers in Indonesia at that time.,True
169,Cooper left Google to focus full-time on writing and comedy.,Cooper left to focus on writing and comedy full-time.,True
310,James IV established a gun foundry in 1511 and gunpowder weaponry fundamentally altered the nature of castle architecture.,gunpowder weaponry changed the nature of castle architecture when it was established by James IV in 1511.,True
69,Critical reception was mixed.,The reception was not unanimous.,True
59,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,Cooper started uploading videos of herself lip-syncing statements made by Trump.,False
298,The crown took an increasing role in the supply of equipment.,The crown played a bigger role in the supply of equipment.,True
459,The Scots were drawn into King William II's continental wars.,The 2000 Prince Claus Award is one of the awards that it has won.,False
107,"In 917, he and his kinsman Sitric Cáech sailed separate fleets to Ireland where they won several battles against local kings.",His photography was characterized by the clarity and depth of his images.,False
214,"He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full tonal range of a photograph.","He helped found Group f/64, an association of photographers advocating ""pure"" photography, which favored sharp focus and the use of the full tonal range of a photograph.",True
315,"In the 1540s and 1550s, Scotland was given a defended border of earthwork forts and additions to existing castles.",additions to existing castles and earthwork forts were given to Scotland in the 1540s and 1550s.,True
58,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,How to be Successful without Hurting Men's Feelings was her third book.,False
235,He developed his early photographic work as a member of the Sierra Club.,He was a member of the Sierra Club.,True
264,"Warfare in early modern Scotland includes all forms of military activity in Scotland or by Scottish forces, between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century.","As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie, who played an important role in training recruits.",False
402,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.","The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the universe.",False
193,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,Cooper and Cindy Chupack will be producing a comedy show for CBS based on How to be Successful Without Hurting Men's Feelings.,True
489,"At the Union, the standing army was seven units of infantry, two of horse and one troop of Horse Guards, besides varying levels of fortress artillery.","There were seven units of infantry, two horses and one troop of Horse Guards at the Union.",True
359,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,The Royal Navy took over these vessels after the Act of Union.,False
336,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.",Scottish ships had some success against privateers but were sold after the Flodden campaign.,True
256,"He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona.",He co-founded the Center for Creative Photography at the University of Arizona and helped stage that department's first photography exhibition.,True
393,Covenanter armies intervened in the Civil Wars in England and Ireland.,The Civil Wars in England and Ireland were fought by armies.,True
344,Scottish naval efforts subsequently relied on privateering captains and hired merchantmen.,Privateering captains and merchantmen were hired by the Scottish navy.,True
270,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.",The Scots captured Quebec in 1629 after returning to West Indies.,False
101,"Ragnall was most probably among those Vikings expelled from Dublin in 902, whereafter he may have ruled territory in southern Scotland or the Isle of Man.","After he was kicked out of Dublin in 902, Ragnall may have ruled territory in southern Scotland or the Isle of Man.",True
233,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",The harbour at Burntisland was built in 1542 by James V.,False
451,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.","3,250 men were in the army on the eve of the revolution.",True
124,Ragnall's rule was immediately challenged by a group of Christian Vikings opposed to his paganism.,A group of Christian Vikings objected to Ragnall's paganism.,True
125,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.",His first camera was given to him when he was 12.,False
428,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,She writes about mysticism.,False
337,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.","Scottish ships had some success against privateers, but they were sold after the Flodden campaign.",True
329,James IV founded a harbour at Newhaven and a dockyard at the Pools of Airth.,The harbour at Newhaven and the dockyard at the Pools of Airth was founded by James IV.,True
397,"Scottish infantry were generally armed with a combination of pike and shot, but individuals may have had weapons including bows and polearms.","Scottish infantry were generally armed with a combination of pike and shot, but some may have had weapons.",True
71,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.","Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.",True
2,"The first season of the military science fiction television series Stargate SG-1 commenced airing on the Showtime channel in the United States on July 27, 1997, concluded on the Sci Fi channel on March 6, 1998, and contained 22 episodes.","Although the Battle of Corbridge was not decisive, Ragnall was able to establish himself as king at York because of it.",False
211,"He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full tonal range of a photograph.","He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full range of a photograph.",True
268,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.","As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including Alexander and David Leslie, who played an important role in training recruits.",False
472,Scottish privateers played a major part in the Second Anglo-Dutch War.,Scottish privateers played a large part in the Second Anglo-Dutch War.,True
435,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.",There were attempts to establish a national militia on the English model at the Restoration.,True
396,"Scottish infantry were generally armed with a combination of pike and shot, but individuals may have had weapons including bows and polearms.",The show is a spin-off of the hit movie Stargate.,False
93,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.",Rgnald was a viking leader who ruled the Isle of Man and Northumbria in the early 10th century.,True
224,The resulting clarity and depth of such images characterized his photography.,There were occasional flare ups of a guerre de course with England.,False
392,Covenanter armies intervened in the Civil Wars in England and Ireland.,The show is a spin-off from the movie Stargate.,False
139,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","Between the adoption of new ideas of the Renaissance in the early 16th century and the military defeat of the Jacobite movement in the mid-eightth century, warfare in early modern Scotland included all forms of military activity.",False
408,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.","Royalist armies, like those led by James Graham, were mostly composed of infantry with pike and shot.",True
234,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",He was given his first camera at the age of 12.,True
196,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.","The Venezuela Case, also known as The Monroe Doctrine, is a 1896 American propaganda film.",True
471,Scottish privateers played a major part in the Second Anglo-Dutch War.,The Second Anglo-Dutch War was fought by Scottish privateers.,True
432,"During the English occupation, more fortresses in the style of the trace italienne were built.",She writes about the supernatural and mysticism.,False
271,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.","In the mid-sixteenth century there were difficulties in recruitment, but in 1513 these systems produced a large and formidable force.",True
18,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.","It is a matter of dispute whether Edward the Elder, King of the Anglo- Saxons, was recognised by Ragnall as his overlord.",False
195,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.","The Venezuela Case, also known as The Monroe Doctrine, is an 1896 American propaganda film.",True
60,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",Saman was published after winning the 1997 Jakarta Arts Council Novel Competition.,True
116,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.",Adams was a life-long advocate for the environment and his photographic practice was entwined with this.,False
405,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.",Royalist armies were mostly composed of conventionally armed infantry with pike and shot.,True
212,"He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full tonal range of a photograph.",James IV built a harbour at Newhaven and a dockyard at the Pools of Airth.,False
6,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,"In the Battle of Corbridge, he was able to establish himself as king at York, despite the fact that the battle was not decisive.",False
476,"In the 1690s a fleet of five ships was established for the Darien Scheme, and a professional navy of three warships to protect local shipping.",The navy of three warships was established in the 1690s to protect local shipping.,True
432,"During the English occupation, more fortresses in the style of the trace italienne were built.",The English built more forts in the style of the trace italienne.,True
252,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",Establishing the photography department at the Museum of Modern Art in New York was an important landmark in securing photography's institutional legitimacy.,True
467,There were now Royal Navy patrols in Scottish waters even in peacetime.,The 2000 Prince Claus Award was one of the awards it won.,False
405,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.","The film universe's supporting characters, such as Jonathan ""Jack"" O'Neil and Daniel Jackson, were re-introduced in the series.",False
253,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",The Royal Scots Navy and privateers went on a major expedition in 1627.,False
44,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.",Cooper left to focus on writing and comedy full-time.,False
324,There were attempts to create royal naval forces in the fifteenth century.,"In the 15th century, there were attempts to create naval forces.",True
467,There were now Royal Navy patrols in Scottish waters even in peacetime.,"In peacetime, there were Royal Navy patrols in the Scottish waters.",True
14,"Stargate SG-1 re-introduced supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson and included new characters such as Teal'c, George Hammond and Samantha ""Sam"" Carter.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was Ragnall's overlord.",False
142,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".",He helped found the Center for Creative Photography at the University of Arizona and helped stage that department's first photography exhibition.,False
56,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,In later interviews she said the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,True
244,He was later contracted with the United States Department of the Interior to make photographs of national parks.,The United States Department of the Interior hired him to make photographs of national parks.,True
374,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.","The Black Watch was the first Highland battalion to be raised for the British army in 1740, but the Jacobite Rebellion delayed the growth of Highland battalions.",False
453,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.",The army in Scotland on the eve of the revolution was over 3000 men.,True
498,"The first official Highland regiment to be raised for the British army was the Black Watch in 1740, but the growth of Highland regiments was delayed by the 1745 Jacobite Rebellion.","In the Battle of Corbridge, he was able to establish himself as king at York, despite the fact that it was not decisive.",False
372,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.",The Royal Scots Navy and privateers were involved in a major expedition in 1627.,True
20,"However, they encountered a powerful enemy in the film named the Goa'uld, who are bent on destroying Earth and all who oppose them.",The attempt to form an alliance with Lady of the Mercians was cut short by her death.,False
364,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.",The conflict between England and the Union of Crowns ended in 1603 but England's foreign policy allowed Scottish shipping to attack.,True
338,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.","Scottish ships had success against privateers, but were sold after the Flodden campaign.",True
288,Heavy armour was abandoned after the Flodden campaign.,"Royalist armies, like those led by James Graham, were mostly composed of infantry with pike and shot.",False
96,He was a grandson of Ímar and a member of the Uí Ímair.,Adams was an American landscape photographer and environmentalist who was known for his black-and-white images of the American West.,False
320,There were attempts to create royal naval forces in the fifteenth century.,There were attempts to create naval forces in the 15th century.,True
40,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.",Sitric Cech succeeded him as king.,False
75,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,The novel was praised for its depiction of a woman's views of sexuality.,True
194,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,Scotland was given additions to existing castles in the 1540s and 1550s.,False
9,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,The show is a spin-off from the hit movie Stargate.,True
46,She also writes  about  the  supernatural and mysticism.,She was a designer for Yahoo!,False
192,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,The comedy show based on How to be Successful Without Hurting Men's Feelings would be produced by Cooper and Cindy Chupack.,True
75,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.,False
54,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.","The stories reflect some of Utami's personal experiences, such as her loss of religion, and that of the priest, Saman.",True
8,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,The attempt to form an alliance with Lady of the Mercians was cut short when she died.,False
153,Sarah Anne Cooper (born 1977) is a Jamaican-American author and comedian based in New York City.,"In the mid-sixteenth century there were difficulties in recruiting, but in 1513 these systems produced a formidable force.",False
480,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",The Act of Union transferred these vessels to the Royal Navy.,True
469,There were now Royal Navy patrols in Scottish waters even in peacetime.,Rgnald was a Viking leader who ruled the Isle of Man in the 10th century.,False
365,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,Scottish privateers were involved in the Second Anglo-Dutch War.,False
143,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".","Between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eightteenth century, warfare in early modern Scotland included all forms of military activity in Scotland.",False
328,James IV founded a harbour at Newhaven and a dockyard at the Pools of Airth.,The harbour and dockyard were founded by James IV.,True
441,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,"The stories reflect some of Utami's personal experiences, such as her loss of religion and that of the priest, Saman.",False
111,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",Sitric established himself as king after he regained Dublin.,True
334,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.",King William II had wars with the Scots.,False
26,Saman is an Indonesian novel by Ayu Utami published in  1998.,Saman was published in 1998.,True
311,James IV established a gun foundry in 1511 and gunpowder weaponry fundamentally altered the nature of castle architecture.,"The ""Scotch Guard"" were established after the Covenanters allied with the English Parliament.",False
134,"His reign saw three issues of coinage, although this was perhaps done on the orders of Hrotheweard, Archbishop of York.","His reign saw three issues of coinage, which may have been done on the orders of the Archbishop of York.",True
387,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie and these veterans played an important role in training recruits.","As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David and these veterans played an important role in training recruits.",True
103,"Ragnall was most probably among those Vikings expelled from Dublin in 902, whereafter he may have ruled territory in southern Scotland or the Isle of Man.",His photography was characterized by its clarity and depth.,False
263,"Warfare in early modern Scotland includes all forms of military activity in Scotland or by Scottish forces, between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century.",Many Scots took part in foreign armies during the Thirty Years' War.,False
73,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.",Cooper and Cindy Chupack will be producing a comedy show for CBS based on How to be Successful Without Hurting Men's Feelings.,False
144,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".","The Annals of Ulster describe Ragnall as ""king of the fair foreigners and the dark foreigners"" after he died.",True
333,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.",The army in Scotland on the eve of the revolution was over 3000 men.,False
395,"Scottish infantry were generally armed with a combination of pike and shot, but individuals may have had weapons including bows and polearms.",The first season of the military science fiction television series began airing on the Showtime channel in the United States in 1997 and ended on theSci Fi channel in 1998.,False
248,"For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980.",In 1626 a squadron of three ships were purchased and equipped for protection.,False
436,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.",She writes about mysticism and supernatural things.,False
111,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",His photography was characterized by the clarity and depth of the images.,False
300,The pike replaced the spear and the Scots began to convert from the bow to gunpowder firearms.,Royalist armies were mostly composed of conventionally armed infantry with pike and shot.,False
98,He was a grandson of Ímar and a member of the Uí Ímair.,"He was a member of the U mair, the grandson of mar.",True
238,He developed his early photographic work as a member of the Sierra Club.,The expeditions to the Isles and France were the main use of naval power in his reign.,False
229,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.","Adams was an ardent advocate for the environment, and his photographic practice was entwined with this.",True
359,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,The voyages to the Isles and France were the most important use of naval power in his reign.,True
188,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.",Light horses were drawn from the Borders to replace the heavy cavalry.,False
481,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",Rgnald was a viking leader who ruled the Isle of Man in the early 10th century.,False
202,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.",Scotland was given additions to existing castles and earthwork forts in the 1540s and 1550s.,False
303,The pike replaced the spear and the Scots began to convert from the bow to gunpowder firearms.,"The ""Scotch Guard"" was established by the Covenanters after they allied with the English Parliament.",False
181,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",Cooper started uploading videos of herself lip-syncing statements made by Donald Trump.,True
37,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","Saman, written in seven to eight months while Utami was unemployed, sold over 100,000 copies and sparked a new literary movement called sastra wangi.",True
355,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,He used naval power to go to the Isles and France.,True
486,"At the Union, the standing army was seven units of infantry, two of horse and one troop of Horse Guards, besides varying levels of fortress artillery.",He was a member of the U mair and a grandson of mar.,False
406,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.",The first season was about a military-science expedition team discovering how to use the ancient device to explore the universe.,False
398,"Scottish infantry were generally armed with a combination of pike and shot, but individuals may have had weapons including bows and polearms.","The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.",False
386,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie and these veterans played an important role in training recruits.","The Black Watch was raised for the British army in 1740, but it was delayed due to the Jacobite Rebellion.",False
123,Ragnall's rule was immediately challenged by a group of Christian Vikings opposed to his paganism.,Ragnall's rule was challenged by a group of Christian Vikings.,True
151,Sarah Anne Cooper (born 1977) is a Jamaican-American author and comedian based in New York City.,Sarah Anne Cooper is a Jamaican-American author and comedian who lives in New York City.,True
449,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.","Some critics praised the richness of its language, while others derided the novel for its sexual explicitness, and questioned whether it was Utami's own work.",False
163,"and in user experience for Google Docs, Sheets, and Slides while also performing stand-up comedy.","While performing stand-up comedy, I was also in the user experience for the products.",True
324,There were attempts to create royal naval forces in the fifteenth century.,"Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, which made pikemen less important.",False
238,He developed his early photographic work as a member of the Sierra Club.,As a member of the Sierra Club he developed his photographic work.,True
216,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",The harbour at Newhaven and the dockyard at the Pools of Airth were founded by James IV.,False
61,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",100 tricks to appear smart in meetings and draw what success looks like were published in 2016,False
34,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.","It is Utami's first novel, and depicts the lives of four sexually-liberated female friends and a former Catholic priest.",True
190,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,In August 2020 it was announced that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to be Successful Without Hurting Men's Feelings.,True
394,Covenanter armies intervened in the Civil Wars in England and Ireland.,The first season was about a military-science expedition team discovering how to use an ancient device to explore the galaxy.,False
27,Saman is an Indonesian novel by Ayu Utami published in  1998.,Saman is a novel by Ayu Utami.,True
226,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",Adams was a life-long advocate for the environment and his photographic practice was entwined with this.,True
219,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",Privateering captains and merchantmen were hired by the Scottish navy.,False
28,Saman is an Indonesian novel by Ayu Utami published in  1998.,Saman was written by Ayu Utami in 1998.,True
108,"In 917, he and his kinsman Sitric Cáech sailed separate fleets to Ireland where they won several battles against local kings.",He and his kinsman Sitric Cech sailed separate fleets to Ireland where they defeated local kings.,True
82,"As of 2008, it has been translated into six languages and won several awards, including the 2000 Prince Claus Award.",The 2000 Prince Claus Award was one of the awards it won.,True
36,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","Saman was written in seven to eight months while Utami was unemployed and sold over 100,000 copies.",True
397,"Scottish infantry were generally armed with a combination of pike and shot, but individuals may have had weapons including bows and polearms.","Supporting characters from the film universe, such as Jonathan ""Jack"" O'Neil and Daniel Jackson, were re-introduced in the series.",False
51,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.","While performing stand-up comedy, I was also doing user experience work for the company.",False
183,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",Cooper began uploading videos of herself lip-syncing statements made by Trump.,True
187,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.","Sarah Cooper: Everything's Fine, her show about the success of these, was released on the streaming service in October 2020.",True
331,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.",The Great Michael was the largest ship in Europe at the time.,True
89,A film adaptation is in the making.,"He helped found Group f/64, an association of photographers advocating ""pure"" photography, which favored sharp focus and the use of the full tonal range of a photograph.",False
325,James IV founded a harbour at Newhaven and a dockyard at the Pools of Airth.,More fortresses were built in the style of the trace italienne during the English occupation.,False
65,Critical reception was mixed.,There was a mixed reception.,True
177,"Her third book, How to Be Successful Without Hurting Men's Feelings, was published in 2018.",Light chainmail and ordinary highlanders dressed in plaid were used by Highland lords.,False
138,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","It is a matter of dispute whether Edward the Elder, King of the Anglo- Saxons, was recognised by Ragnall as his overlord.",True
93,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.","He helped found Group f/64, an association of photographers who advocated the use of the full range of a photograph.",False
86,A film adaptation is in the making.,"The Venezuela Case, also known as The Monroe Doctrine, is a 1896 American propaganda film.",False
183,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",The Scots converted from bow to gun after the pike replaced the spear.,False
352,James V built a new harbour at Burntisland in 1542.,"In peacetime, there were Royal Navy patrols in the Scottish waters.",False
153,Sarah Anne Cooper (born 1977) is a Jamaican-American author and comedian based in New York City.,Sarah Anne Cooper is a Jamaican-American author and comedian.,True
122,Ragnall's rule was immediately challenged by a group of Christian Vikings opposed to his paganism.,He used to be a member of the Sierra Club.,False
463,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.",Scottish seamen were protected against impressment but a fixed quota of conscripts was levied from the sea-coast burghs.,True
302,The pike replaced the spear and the Scots began to convert from the bow to gunpowder firearms.,The Scots converted from the bow to firearms after the pike replaced the spear.,True
56,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,Cooper left the company to work on writing and comedy full-time.,False
462,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.",The novel showed a woman's views of sexuality.,False
236,He developed his early photographic work as a member of the Sierra Club.,There were occasional guerre de course with England despite truces.,False
32,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.",Sitric Cech took over as king.,False
17,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.","The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the universe.",True
418,"During the Bishops' Wars, Scottish privateers took English prizes.",Scottish privateers won English prizes.,True
95,He was a grandson of Ímar and a member of the Uí Ímair.,"There is a fight between the British Empire, the United States and Venezuela.",False
88,A film adaptation is in the making.,An adaptation is in the works.,True
190,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,The crown was involved in the supply of equipment.,False
54,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.",How to Be Successful Without Hurting Men's Feelings is her third book.,False
76,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,"Sarah Cooper's show, Sarah Cooper: Everything's Fine, made its debut on the streaming service in October 2020.",False
